app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
sw/2d,seq-len_128__num-seq_1024__repeat_4096,128,1024,4096,8,0,fast,18.759893996,3.6631,320.0,,,,
sw/2d,seq-len_128__num-seq_1024__repeat_4096__pod-unique-data_1,128,1024,4096,8,1,fast,18.769106884,3.6613,320.0,,,,
sw/2d,seq-len_128__num-seq_8192__repeat_512,128,8192,512,8,0,fast,22.213053327,3.0937,320.0,,,,
sw/2d,seq-len_192__num-seq_4096__repeat_512,192,4096,512,8,0,fast,22.125171790,3.4942,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096,192,640,4096,8,0,fast,25.361347336,3.8104,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096__pod-unique-data_1,192,640,4096,8,1,fast,25.365748204,3.8097,480.0,,,,
sw/2d,seq-len_32__num-seq_32768__repeat_512,32,32768,512,8,0,fast,21.387282946,0.8033,80.0,,,,
sw/2d,seq-len_64__num-seq_16384__repeat_512,64,16384,512,8,0,fast,18.193362403,1.8886,160.0,,,,
dummy/roofline,ops_1024__n-elems_4194304__repeat_16,,,16,8,0,fast,3.246632873,N/A,256.0000,1024,4194304,0.1654,42.3328
dummy/roofline,ops_16384__n-elems_4194304__repeat_1,,,1,8,0,fast,3.095628126,N/A,4096.0000,16384,4194304,0.0108,44.3978
dummy/roofline,ops_16__n-elems_4194304__repeat_64,,,64,8,0,fast,5.179804218,N/A,4.0000,16,4194304,0.4146,1.6584
dummy/roofline,ops_1__n-elems_4194304__repeat_64,,,64,8,0,fast,5.085460337,N/A,0.2500,1,4194304,0.4223,0.1056
dummy/roofline,ops_256__n-elems_4194304__repeat_64,,,64,8,0,fast,6.824736086,N/A,64.0000,256,4194304,0.3147,20.1384
dummy/roofline,ops_4096__n-elems_4194304__repeat_4,,,4,8,0,fast,3.187270010,N/A,1024.0000,4096,4194304,0.0421,43.1212
dummy/roofline,ops_4__n-elems_4194304__repeat_64,,,64,8,0,fast,5.186706823,N/A,1.0000,4,4194304,0.4140,0.4140
dummy/roofline,ops_64__n-elems_4194304__repeat_64,,,64,8,0,fast,5.177045996,N/A,16.0000,64,4194304,0.4148,6.6369
sw/1d,seq-len_1024__num-seq_1024__repeat_64,1024,1024,64,8,0,fast,17.722028113,3.8776,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_128,1024,1024,64,128,0,fast,21.020328923,3.2692,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_16,1024,1024,64,16,0,fast,18.180423992,3.7799,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_4,1024,1024,64,4,0,fast,17.564250380,3.9125,2560.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512,128,8192,512,8,0,fast,19.653961286,3.4965,320.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512__cpg_1,128,8192,512,1,0,fast,17.438168088,3.9408,320.0,,,,
